ip,app,device,os,channel,click_time,attributed_time,is_attributed
4451,23,1,19,153,2017-11-08 19:30:30,,0
88679,11,1,32,219,2017-11-08 08:22:46,,0
42411,19,0,38,347,2017-11-08 17:19:14,,0
5729,12,1,13,328,2017-11-07 16:20:22,,0
19264,1,1,6,17,2017-11-07 22:15:57,,0
105053,13,1,22,477,2017-11-09 14:58:06,,0
73487,12,1,10,259,2017-11-09 02:26:22,,0
23070,12,1,35,265,2017-11-09 09:19:52,,0
62892,18,1,37,107,2017-11-08 10:08:28,,0
89575,12,1,22,178,2017-11-07 00:25:36,,0
23650,18,1,41,107,2017-11-07 10:50:09,,0
130341,14,1,16,208,2017-11-07 01:16:17,,0
89625,18,1,23,107,2017-11-09 00:56:20,,0
2761,1,1,19,134,2017-11-07 11:58:24,,0
125222,3,1,19,379,2017-11-06 22:04:45,,0
182925,24,1,19,105,2017-11-08 03:03:09,,0
109644,20,2,18,259,2017-11-07 15:25:45,,0
52327,12,1,15,328,2017-11-08 06:46:23,,0
149300,20,1,19,259,2017-11-09 06:44:34,,0
125222,3,1,22,379,2017-11-08 12:50:55,,0
6689,3,1,8,153,2017-11-06 21:55:56,,0
38300,14,1,19,463,2017-11-08 13:06:31,,0
34842,14,1,19,379,2017-11-07 04:53:08,,0
202200,2,1,17,212,2017-11-07 15:22:17,,0
5729,3,1,13,489,2017-11-06 22:49:38,,0
9182,18,1,10,107,2017-11-07 09:08:21,,0
52043,3,2,2,153,2017-11-09 06:40:22,,0
86501,23,1,19,153,2017-11-07 06:32:55,,0
51992,18,1,18,107,2017-11-09 15:05:45,,0
55059,18,1,19,134,2017-11-08 04:12:09,,0
5348,18,1,19,107,2017-11-07 15:59:24,,0
297069,3,1,19,402,2017-11-09 07:00:42,,0
96209,13,1,19,469,2017-11-09 08:31:52,,0
96249,26,1,19,266,2017-11-07 02:50:06,,0
31382,11,1,19,173,2017-11-09 02:58:32,,0
119531,3,1,13,280,2017-11-08 22:35:37,,0
78420,2,1,20,477,2017-11-08 07:15:29,,0
81341,12,1,19,328,2017-11-08 23:57:57,,0
75520,3,1,17,280,2017-11-07 07:26:06,,0
330954,2,1,19,435,2017-11-08 19:24:31,,0
76900,3,1,19,211,2017-11-09 15:12:35,,0
76741,14,1,13,489,2017-11-07 08:54:33,,0
124128,12,1,19,212,2017-11-08 04:24:59,,0
182871,64,1,1,459,2017-11-07 04:38:51,,0
1626,12,1,22,212,2017-11-08 06:10:44,,0
80455,12,1,9,265,2017-11-06 22:52:27,,0
58621,26,1,19,121,2017-11-07 04:27:55,,0
94094,15,1,47,153,2017-11-09 03:59:15,,0
31512,11,1,19,219,2017-11-08 07:32:17,,0
59516,3,1,17,137,2017-11-08 01:27:36,,0
56639,12,1,10,265,2017-11-07 23:02:31,,0
147957,10,1,19,113,2017-11-07 05:02:49,,0
103203,18,1,23,107,2017-11-09 12:55:05,,0
10181,3,1,7,371,2017-11-07 00:41:11,,0
44076,23,1,13,479,2017-11-08 02:57:30,,0
37855,25,1,47,259,2017-11-08 09:37:06,,0
19157,3,1,9,205,2017-11-09 10:48:30,,0
40953,13,1,28,469,2017-11-08 02:50:59,,0
86767,3,1,18,280,2017-11-08 14:04:18,,0
22135,12,1,17,265,2017-11-09 09:26:38,,0
21430,2,1,19,477,2017-11-08 08:20:22,,0
47759,12,1,13,140,2017-11-08 04:18:23,,0
90991,15,1,27,245,2017-11-08 11:02:35,,0
75634,15,1,19,130,2017-11-09 14:37:55,,0
34137,12,1,10,265,2017-11-08 16:19:07,,0
206931,1,1,35,134,2017-11-06 23:40:56,,0
5314,15,1,13,245,2017-11-08 01:21:23,,0
96815,18,1,6,107,2017-11-07 23:36:03,,0
2736,3,1,19,424,2017-11-08 08:15:06,,0
14137,18,1,19,439,2017-11-07 04:35:41,,0
53715,15,1,13,315,2017-11-09 14:26:47,,0
123335,3,1,13,211,2017-11-08 04:19:17,,0
11108,18,1,19,439,2017-11-08 01:32:46,,0
103378,3,1,17,280,2017-11-07 13:06:00,,0
110023,18,1,13,439,2017-11-08 02:27:42,,0
63,14,1,6,401,2017-11-07 09:14:15,,0
75403,2,1,13,237,2017-11-09 06:19:31,,0
111150,15,1,13,245,2017-11-08 13:44:14,,0
5348,10,1,6,113,2017-11-07 14:10:07,,0
37383,25,1,6,259,2017-11-08 00:41:18,,0
113389,3,1,18,280,2017-11-07 01:21:11,,0
17486,14,1,13,349,2017-11-08 10:33:44,,0
8632,21,1,17,128,2017-11-08 01:48:16,,0
189812,3,1,25,135,2017-11-07 23:44:44,,0
100698,12,1,19,265,2017-11-07 04:35:39,,0
82050,15,1,13,386,2017-11-08 23:06:07,,0
120213,12,1,13,219,2017-11-07 07:44:09,,0
1755,26,1,19,477,2017-11-09 07:16:04,,0
5314,64,1,17,459,2017-11-08 22:41:42,,0
112302,3,1,20,280,2017-11-09 15:12:53,,0
11090,18,1,19,121,2017-11-08 07:44:49,,0
33569,14,1,13,439,2017-11-09 10:48:13,,0
29302,2,1,13,243,2017-11-09 04:47:17,,0
80048,3,1,3,480,2017-11-09 01:07:50,,0
38666,12,1,23,259,2017-11-06 17:00:21,,0
120425,2,1,19,469,2017-11-09 04:56:22,,0
10068,2,1,22,219,2017-11-07 07:53:29,,0
31498,3,1,32,489,2017-11-08 08:02:00,,0
102149,2,1,19,477,2017-11-09 07:03:58,,0
350362,3,1,22,424,2017-11-09 03:58:20,,0
148364,20,1,19,259,2017-11-07 12:19:21,,0
38484,12,1,17,265,2017-11-08 19:04:27,,0
32677,15,1,19,245,2017-11-08 06:54:29,,0
42138,3,1,22,205,2017-11-09 06:19:19,,0
89531,18,1,41,376,2017-11-09 04:36:45,,0
108733,26,1,18,121,2017-11-07 16:01:02,,0
183301,3,1,10,115,2017-11-07 10:29:12,,0
74252,3,1,9,379,2017-11-07 10:45:31,,0
32457,1,1,19,135,2017-11-08 00:10:08,,0
5348,24,2,30,105,2017-11-07 11:51:12,,0
135862,21,2,19,232,2017-11-08 00:58:42,,0
81859,9,1,19,445,2017-11-08 01:57:16,,0
52798,8,1,18,145,2017-11-09 11:07:33,,0
18016,12,1,13,178,2017-11-06 22:55:39,,0
100275,2,1,10,236,2017-11-06 16:08:01,,0
100059,18,1,17,121,2017-11-08 08:26:08,,0
35983,2,1,13,236,2017-11-08 17:59:18,,0
35211,2,1,17,477,2017-11-08 16:58:32,,0
120148,13,1,25,400,2017-11-08 05:27:55,,0
51361,9,1,13,215,2017-11-09 12:10:57,,0
14699,13,1,6,469,2017-11-07 08:22:20,,0
39081,2,1,13,258,2017-11-09 13:10:18,,0
105268,9,1,19,442,2017-11-07 14:10:08,,0
32596,3,1,12,280,2017-11-08 05:56:47,,0
39209,12,1,22,340,2017-11-08 15:00:42,,0
65278,9,1,3,466,2017-11-09 00:04:41,,0
109743,12,1,18,245,2017-11-07 08:42:55,,0
92238,3,1,30,280,2017-11-09 00:20:37,,0
48585,13,1,19,400,2017-11-07 14:34:28,,0
8749,18,1,9,107,2017-11-09 03:48:18,,0
27388,23,1,43,153,2017-11-07 14:57:02,,0
46559,3,1,37,280,2017-11-08 01:52:32,,0
113098,3,1,18,205,2017-11-09 08:29:03,,0
18437,22,1,19,116,2017-11-07 05:30:34,,0
42973,18,1,27,107,2017-11-09 12:40:41,,0
43855,2,1,13,477,2017-11-07 03:30:59,,0
198881,3,1,19,280,2017-11-07 13:33:13,,0
31542,7,1,10,101,2017-11-09 12:09:44,,0
91104,2,1,13,122,2017-11-09 05:19:03,,0
28459,12,1,13,178,2017-11-09 01:09:47,,0
64209,9,1,19,334,2017-11-08 05:19:21,,0
210555,12,1,13,178,2017-11-07 13:15:48,,0
89241,9,1,22,334,2017-11-07 06:51:50,,0
87979,12,1,13,328,2017-11-09 04:14:48,,0
87879,9,1,40,466,2017-11-08 04:00:19,,0
10159,7,1,18,101,2017-11-08 10:13:52,,0
33918,2,1,19,236,2017-11-07 06:28:49,,0
5314,14,1,13,442,2017-11-07 11:09:38,,0
41497,12,1,13,19,2017-11-09 13:43:00,,0
93291,2,1,19,205,2017-11-09 14:36:37,,0
167881,13,1,13,469,2017-11-07 02:02:12,,0
124962,18,1,40,107,2017-11-08 10:44:28,,0
77866,26,1,58,477,2017-11-08 12:34:53,,0
134986,3,1,15,280,2017-11-07 12:07:17,,0
42430,11,1,13,469,2017-11-08 12:23:41,,0
11134,1,1,13,134,2017-11-09 05:20:15,,0
222,12,1,19,178,2017-11-08 18:08:25,,0
211198,13,1,4,477,2017-11-09 10:37:45,,0
105560,20,1,22,478,2017-11-08 12:29:14,,0
77840,15,1,19,245,2017-11-08 13:42:48,,0
95820,2,1,1,377,2017-11-06 16:00:46,,0
90837,12,1,14,19,2017-11-09 06:09:43,,0
161949,8,1,27,145,2017-11-06 17:04:17,,0
106317,9,1,35,232,2017-11-07 03:54:35,,0
119591,14,1,19,486,2017-11-08 02:28:47,,0
67611,2,1,13,469,2017-11-07 23:18:05,,0
53964,14,1,19,379,2017-11-08 12:52:59,,0
65210,12,1,18,205,2017-11-07 05:13:23,,0
191478,64,1,17,459,2017-11-07 03:46:42,,0
90264,18,1,16,107,2017-11-07 02:23:28,,0
197597,18,1,18,134,2017-11-09 07:03:58,,0
48996,2,1,13,219,2017-11-08 01:23:22,,0
43959,3,1,17,280,2017-11-08 14:30:13,,0
240123,12,1,14,265,2017-11-08 04:21:49,,0
3719,27,1,13,122,2017-11-09 09:48:03,,0
79207,3,1,19,130,2017-11-07 15:03:33,,0
77035,3,1,10,317,2017-11-08 07:00:28,,0
324569,3,1,22,280,2017-11-08 16:50:07,,0
174119,2,1,19,219,2017-11-08 06:07:21,,0
5348,3,2,37,280,2017-11-07 09:52:41,,0
128004,26,1,16,121,2017-11-07 00:15:54,,0
282654,2,1,19,477,2017-11-08 06:18:12,,0
37113,1,1,13,115,2017-11-08 17:44:23,,0
54991,9,1,13,466,2017-11-07 03:28:51,,0
196632,18,1,49,134,2017-11-07 07:16:59,,0
8539,15,1,20,245,2017-11-07 16:46:11,,0
105560,3,1,13,466,2017-11-08 15:00:58,,0
95370,3,1,18,280,2017-11-08 09:23:00,,0
121916,11,1,22,219,2017-11-08 06:06:55,,0
26735,2,1,19,237,2017-11-09 13:49:53,,0
202653,2,1,19,212,2017-11-07 05:55:38,,0
5348,12,1,9,145,2017-11-07 04:49:47,,0
45373,9,1,19,442,2017-11-08 12:33:16,,0
34337,20,2,11,259,2017-11-07 08:56:34,,0
71483,18,1,19,134,2017-11-07 04:43:37,,0
88891,15,1,37,386,2017-11-07 05:51:06,,0
70135,23,1,19,153,2017-11-07 00:42:07,,0
71863,3,1,6,280,2017-11-07 08:38:24,,0
54755,3,1,19,137,2017-11-07 08:32:40,,0
48072,3,1,19,280,2017-11-07 07:32:44,,0
95766,12,1,19,265,2017-11-08 06:30:30,,0
100275,8,1,17,145,2017-11-07 16:51:26,,0
315808,64,1,18,459,2017-11-08 16:04:53,,0
49177,18,1,16,134,2017-11-09 14:42:51,,0
45745,3,1,17,211,2017-11-09 05:22:43,,0
75830,9,1,19,215,2017-11-09 05:36:47,,0
181098,13,1,15,469,2017-11-07 17:39:12,,0
176842,11,1,41,481,2017-11-09 07:41:38,,0
115358,20,1,13,478,2017-11-08 03:54:17,,0
15360,18,1,13,107,2017-11-08 01:07:55,,0
48170,29,1,2,343,2017-11-07 15:06:39,,0
194802,9,1,19,232,2017-11-07 01:07:58,,0
5328,15,1,9,259,2017-11-07 06:00:25,,0
287034,18,1,19,107,2017-11-08 02:25:48,,0
44673,12,1,17,265,2017-11-07 12:02:51,,0
106223,150,1,19,110,2017-11-08 08:59:06,,0
89528,5,1,10,377,2017-11-08 18:35:22,,0
8438,6,1,8,459,2017-11-09 03:15:54,,0
108858,12,1,2,219,2017-11-08 02:21:50,,0
45845,15,1,25,480,2017-11-09 00:23:38,,0
130165,15,1,6,245,2017-11-06 20:18:22,,0
4375,21,1,41,128,2017-11-07 22:14:02,,0
78524,24,1,8,105,2017-11-07 15:24:48,,0
2600,15,1,10,265,2017-11-08 14:03:22,,0
344217,12,1,37,328,2017-11-09 05:20:43,,0
67772,14,1,19,379,2017-11-07 03:46:41,,0
45920,1,1,53,135,2017-11-09 03:07:02,,0
33724,12,1,10,140,2017-11-07 09:06:37,,0
85625,3,1,19,280,2017-11-09 15:23:39,,0
354950,7,1,32,101,2017-11-09 04:00:50,,0
20391,3,1,28,137,2017-11-07 02:28:17,,0
114354,13,1,3,477,2017-11-07 04:32:06,,0
209663,2,1,19,205,2017-11-07 00:00:46,,0
32757,2,1,13,219,2017-11-09 08:35:59,,0
166795,3,1,13,280,2017-11-08 05:10:16,,0
105519,12,1,19,178,2017-11-07 13:10:02,,0
83052,3,1,17,480,2017-11-09 06:41:05,,0
92294,19,56,24,213,2017-11-09 10:21:15,,0
48653,47,1,23,484,2017-11-09 13:38:02,,0
39092,3,1,19,280,2017-11-07 00:23:22,,0
14816,12,1,25,265,2017-11-07 02:22:26,,0
29140,1,1,20,439,2017-11-07 08:37:14,,0
41285,3,1,19,280,2017-11-09 04:11:44,,0
132679,3,1,13,489,2017-11-08 10:58:06,,0
167025,2,1,19,477,2017-11-08 07:39:40,,0
95806,7,1,18,101,2017-11-07 10:53:38,,0
114526,2,1,22,435,2017-11-09 01:47:12,,0
143918,14,1,12,489,2017-11-07 14:34:49,,0
73487,12,1,20,259,2017-11-07 23:09:42,,0
8430,3,1,3,409,2017-11-07 13:50:44,,0
79827,15,1,16,111,2017-11-08 03:14:08,,0
191862,6,1,19,125,2017-11-07 01:57:34,,0
128959,11,1,13,319,2017-11-08 01:52:30,,0
60348,2,1,28,205,2017-11-06 21:28:35,,0
269700,14,1,19,401,2017-11-08 06:52:30,,0
88867,12,1,26,409,2017-11-08 04:45:29,,0
97075,18,1,18,439,2017-11-07 01:37:49,,0
98408,9,1,1,442,2017-11-08 10:07:31,,0
74013,3,1,19,280,2017-11-09 00:06:55,,0
100445,14,1,15,480,2017-11-07 12:00:19,,0
40245,9,1,17,232,2017-11-07 00:13:36,,0
51921,3,1,22,489,2017-11-08 07:52:46,,0
48533,18,1,30,107,2017-11-07 04:17:29,,0
89696,2,1,19,237,2017-11-08 08:16:53,,0
10335,21,1,13,232,2017-11-07 10:21:03,,0
56688,3,1,13,280,2017-11-09 01:53:55,,0
4646,12,1,13,328,2017-11-06 17:15:19,,0
22266,12,1,13,265,2017-11-08 04:38:48,,0
232700,14,1,19,379,2017-11-08 18:58:35,,0
50522,2,1,13,237,2017-11-08 17:59:36,,0
200044,14,1,17,446,2017-11-08 02:49:39,,0
23987,18,1,18,107,2017-11-07 09:22:47,,0
359117,3,1,13,205,2017-11-09 14:07:32,,0
1462,15,1,13,430,2017-11-09 03:58:06,,0
251954,32,1,13,376,2017-11-09 03:16:07,,0
154148,9,1,19,334,2017-11-07 00:43:14,,0
35630,12,1,13,245,2017-11-07 11:05:45,,0
108858,14,1,19,463,2017-11-08 12:32:23,,0
67037,2,1,15,435,2017-11-07 04:35:14,,0
75502,25,1,13,259,2017-11-07 00:56:53,,0
53454,3,1,20,280,2017-11-07 05:03:29,,0
64373,27,1,9,153,2017-11-08 01:54:59,,0
125151,8,1,8,145,2017-11-07 07:17:22,,0
100088,15,1,37,140,2017-11-08 11:13:03,,0
33481,2,1,19,401,2017-11-09 07:18:58,,0
55595,14,1,19,463,2017-11-09 04:16:04,,0
22943,12,1,16,178,2017-11-09 09:04:52,,0
19979,18,1,30,121,2017-11-09 06:24:57,,0
56433,14,1,13,349,2017-11-09 11:09:56,,0
55695,24,1,19,178,2017-11-09 09:54:07,,0
70671,12,1,22,178,2017-11-08 12:14:31,,0
7925,9,1,10,134,2017-11-07 19:40:21,,0
113751,9,1,16,391,2017-11-07 04:22:23,,0
77582,9,1,20,442,2017-11-07 23:28:00,,0
75854,12,1,39,259,2017-11-07 04:27:23,,0
34085,21,1,9,128,2017-11-08 14:23:31,,0
114220,20,1,13,478,2017-11-07 21:15:30,,0
24983,2,1,17,469,2017-11-09 03:36:42,,0
198559,3,1,19,19,2017-11-09 10:03:49,,0
141685,21,2,27,128,2017-11-06 22:57:20,,0
87748,24,1,18,105,2017-11-07 09:29:26,,0
37120,2,1,13,122,2017-11-09 08:38:44,,0
8595,18,1,53,439,2017-11-07 10:52:59,,0
121505,2,1,19,236,2017-11-07 00:34:15,,0
125775,3,1,12,280,2017-11-07 04:57:25,,0
77703,7,1,13,101,2017-11-09 06:12:47,,0
41683,15,1,22,153,2017-11-08 11:28:39,,0
12491,3,1,15,280,2017-11-08 13:47:45,,0
90655,22,1,19,116,2017-11-09 10:53:27,,0
41358,3,1,10,280,2017-11-07 02:27:22,,0
99769,3,1,17,280,2017-11-08 08:42:26,,0
62469,3,1,19,280,2017-11-09 00:28:48,,0
5918,1,1,14,153,2017-11-07 14:46:07,,0
17149,18,1,9,121,2017-11-07 10:33:43,,0
105603,25,2,11,259,2017-11-07 12:00:08,,0
105674,18,1,8,121,2017-11-08 16:23:52,,0
34273,2,1,25,477,2017-11-08 17:33:32,,0
147392,27,1,3,153,2017-11-09 04:39:18,,0
40114,12,1,9,140,2017-11-07 10:25:11,,0
83429,3,1,22,379,2017-11-09 08:57:15,,0
8401,15,2,17,3,2017-11-06 16:08:28,,0
98996,9,1,13,466,2017-11-09 03:14:30,,0
168937,11,1,13,325,2017-11-07 19:50:07,,0
96105,21,1,27,232,2017-11-07 16:51:32,,0
48581,3,1,27,442,2017-11-07 20:06:11,,0
8391,12,1,28,245,2017-11-07 06:08:37,,0
114678,11,2,13,122,2017-11-08 15:42:55,,0
25705,64,1,13,459,2017-11-07 14:36:46,,0
65679,26,1,19,266,2017-11-08 03:45:16,,0
191416,1,1,17,150,2017-11-08 13:11:43,,0
81667,2,1,13,469,2017-11-09 01:32:00,,0
73516,13,1,37,477,2017-11-07 14:14:42,,0
281434,3,1,25,280,2017-11-08 10:10:56,,0
85644,15,1,19,245,2017-11-07 15:39:42,,0
69899,21,1,10,128,2017-11-09 08:05:18,,0
114461,15,1,3,245,2017-11-08 11:30:20,,0
63949,12,1,37,205,2017-11-07 06:16:10,,0
123681,3,1,19,19,2017-11-08 09:51:07,,0
34795,2,1,30,401,2017-11-07 00:34:55,,0
102280,2,1,36,477,2017-11-08 19:05:38,,0
19140,12,1,8,140,2017-11-09 07:42:31,,0
195971,9,1,19,134,2017-11-08 23:46:48,,0
56105,2,1,19,469,2017-11-09 06:49:15,,0
326721,12,2,55,409,2017-11-09 00:42:24,,0
48965,9,1,40,258,2017-11-07 11:26:12,,0
187282,18,1,40,107,2017-11-08 17:40:24,,0
71805,18,3032,607,107,2017-11-07 12:30:21,,0
57560,9,1,19,215,2017-11-08 12:13:11,,0
99915,2,1,14,219,2017-11-09 05:24:24,,0
69601,15,1,49,130,2017-11-08 01:10:56,,0
43686,3,1,6,480,2017-11-07 04:39:43,,0
54273,6,1,41,459,2017-11-08 04:42:16,,0
195729,9,1,19,258,2017-11-08 04:40:44,,0
49673,18,1,25,134,2017-11-06 18:01:02,,0
17112,20,1,19,259,2017-11-07 09:19:31,,0
291108,3,1,18,280,2017-11-09 10:06:19,,0
381,3,2,9,280,2017-11-07 03:09:57,,0
138561,12,1,18,245,2017-11-07 15:48:13,,0
114235,266,3032,607,347,2017-11-06 16:15:18,,0
6395,15,1,47,412,2017-11-08 01:28:04,,0
100393,12,1,19,265,2017-11-09 08:38:00,,0
109386,18,1,27,107,2017-11-08 04:20:38,,0
166399,26,1,13,266,2017-11-08 07:21:50,,0
25071,29,2,2,343,2017-11-09 01:19:12,,0
274842,2,1,19,122,2017-11-09 10:19:50,,0
6351,9,1,19,215,2017-11-09 10:41:52,,0
6805,22,1,36,116,2017-11-07 11:32:44,,0
219182,9,1,13,442,2017-11-08 10:52:39,,0
63790,9,2,6,442,2017-11-07 05:53:59,,0
91398,3,1,17,480,2017-11-08 01:32:47,,0
123994,2,1,10,219,2017-11-07 10:26:52,,0
58669,18,1,19,376,2017-11-08 08:21:34,,0
17491,9,1,8,244,2017-11-06 23:06:51,,0
26814,2,1,17,219,2017-11-09 13:36:35,,0
38648,3,1,19,280,2017-11-09 06:58:24,,0
81776,8,1,19,145,2017-11-07 00:31:05,,0
105181,7,2,16,101,2017-11-09 15:05:14,,0
122020,3,1,13,280,2017-11-08 09:09:55,,0
58250,13,1,12,477,2017-11-09 10:19:32,,0
251932,3,2,17,280,2017-11-08 00:23:15,,0
35007,12,1,13,105,2017-11-08 22:13:37,,0
59395,13,1,8,400,2017-11-08 07:31:57,,0
60979,15,1,32,315,2017-11-07 12:40:29,,0
166862,23,1,4,153,2017-11-07 13:20:08,,0
23554,9,1,19,134,2017-11-08 04:57:32,,0
78880,2,1,22,236,2017-11-08 13:53:09,,0
69029,28,1,13,135,2017-11-08 07:17:43,,0
138019,1,1,19,134,2017-11-08 04:19:46,,0
81982,8,1,13,145,2017-11-08 19:40:37,,0
91066,18,1,19,107,2017-11-08 12:31:10,,0
19162,12,1,9,124,2017-11-08 07:13:17,,0
111129,12,1,18,140,2017-11-09 05:55:50,,0
48668,151,0,24,347,2017-11-09 12:17:09,,0
41425,2,1,25,219,2017-11-08 15:20:14,,0
46266,18,1,15,107,2017-11-09 11:25:17,,0
32038,15,1,47,153,2017-11-09 01:46:16,,0
86388,12,1,35,259,2017-11-08 10:34:36,,0
189760,22,1,46,116,2017-11-09 01:07:48,,0
151239,3,1,12,280,2017-11-08 11:47:48,,0
77355,9,1,19,232,2017-11-08 11:21:27,,0
123994,15,1,10,130,2017-11-07 09:17:30,,0
77081,3,1,19,480,2017-11-07 05:26:03,,0
77029,9,1,19,107,2017-11-09 09:58:40,,0
35643,9,1,13,445,2017-11-09 08:53:07,,0
58410,9,1,22,232,2017-11-09 05:06:15,,0
249583,15,1,13,245,2017-11-07 16:49:21,,0
254548,3,1,13,317,2017-11-08 07:59:48,,0
77048,2,1,15,401,2017-11-07 22:37:28,,0
53473,6,1,19,459,2017-11-09 02:33:10,,0
101437,9,1,13,215,2017-11-09 02:58:33,,0
95603,9,1,19,134,2017-11-08 16:43:19,,0
317644,3,1,30,442,2017-11-09 05:13:09,,0
53883,13,1,13,477,2017-11-08 17:34:24,,0
118349,9,1,15,244,2017-11-09 09:47:25,,0
15176,12,1,15,259,2017-11-08 21:26:09,,0
119531,3,1,8,280,2017-11-09 07:05:00,,0
98439,13,1,13,477,2017-11-08 03:54:11,,0
362673,9,1,28,120,2017-11-09 15:09:01,,0
100475,23,1,6,153,2017-11-08 02:26:49,,0
227984,15,2,36,140,2017-11-08 13:45:29,,0
114133,26,1,41,121,2017-11-08 00:03:09,,0
73516,3,2,19,280,2017-11-08 14:08:48,,0
229947,18,1,14,107,2017-11-07 22:45:16,,0
147957,8,2,13,259,2017-11-07 04:55:09,,0
123994,3,1,19,137,2017-11-09 05:39:22,,0
75329,8,1,20,145,2017-11-09 10:19:36,,0
43793,26,1,19,121,2017-11-09 00:52:44,,0
288,15,1,22,245,2017-11-08 15:24:38,,0
120334,13,1,13,477,2017-11-08 12:28:15,,0
65386,3,1,41,135,2017-11-07 11:17:13,,0
10725,2,1,16,122,2017-11-09 00:01:36,,0
184633,3,1,19,280,2017-11-08 13:46:04,,0
44349,12,1,16,265,2017-11-07 00:55:35,,0
69352,3,1,18,130,2017-11-08 08:35:50,,0
105727,25,1,28,259,2017-11-07 05:02:18,,0
157698,13,1,19,400,2017-11-08 04:38:27,,0
119284,148,1,32,282,2017-11-09 13:49:43,,0
75329,18,1,19,107,2017-11-08 11:42:33,,0
51644,3,1,26,489,2017-11-06 22:13:49,,0
247092,15,1,12,265,2017-11-08 05:17:56,,0
111493,3,1,27,19,2017-11-07 02:24:02,,0
67606,12,1,27,245,2017-11-08 19:16:27,,0
284947,9,1,13,450,2017-11-08 00:10:59,,0
167094,3,1,25,280,2017-11-08 05:41:47,,0
42062,14,1,18,463,2017-11-08 15:15:01,,0
54401,13,1,19,477,2017-11-07 04:53:29,,0
124446,6,1,19,459,2017-11-09 14:21:21,,0
110665,14,1,32,467,2017-11-09 05:08:15,,0
52750,2,1,13,364,2017-11-08 16:33:48,,0
98531,15,1,13,245,2017-11-07 03:19:13,,0
82812,12,1,15,409,2017-11-07 23:12:37,,0
22528,3,1,19,115,2017-11-07 16:45:33,,0
18496,12,1,19,178,2017-11-08 12:40:13,,0
34587,9,1,10,244,2017-11-07 23:29:43,,0
89372,13,1,19,400,2017-11-09 10:57:19,,0
182757,2,1,13,435,2017-11-08 02:23:12,,0
26879,23,1,19,153,2017-11-09 07:11:36,,0
43351,3,1,26,442,2017-11-08 09:21:42,,0
39007,18,3032,607,107,2017-11-07 01:31:26,,0
27186,18,1,10,134,2017-11-09 02:23:45,,0
353381,12,1,13,145,2017-11-08 18:10:51,,0
38352,21,1,3,128,2017-11-08 23:24:20,,0
12058,12,1,3,140,2017-11-08 10:00:07,,0
143171,1,1,19,153,2017-11-08 01:42:10,,0
146001,12,1,19,265,2017-11-07 09:47:19,,0
68965,18,1,18,134,2017-11-08 01:28:18,,0
43607,9,1,10,134,2017-11-07 23:29:19,,0
94054,26,1,13,266,2017-11-08 03:45:26,,0
205005,15,1,18,379,2017-11-09 05:44:20,,0
246536,13,1,13,477,2017-11-08 14:54:41,,0
78477,9,1,13,134,2017-11-07 00:37:50,,0
45299,18,2,28,107,2017-11-08 23:43:42,,0
98944,2,1,18,469,2017-11-07 13:47:12,,0
280691,3,1,13,280,2017-11-08 06:39:52,,0
62874,3,1,15,456,2017-11-08 02:42:54,,0
120317,18,1,18,134,2017-11-08 11:26:45,,0
7801,18,1,13,134,2017-11-07 10:46:49,,0
44327,1,1,11,150,2017-11-07 05:12:36,,0
130874,15,1,13,245,2017-11-07 15:04:35,,0
85703,3,1,41,409,2017-11-09 13:31:43,,0
6805,3,1,13,130,2017-11-08 07:11:21,,0
55892,20,1,13,478,2017-11-08 08:21:08,,0
114254,2,1,18,237,2017-11-08 06:37:17,,0
79927,21,1,13,128,2017-11-06 16:07:44,,0
100127,3,1,19,137,2017-11-07 12:18:50,,0
5306,12,1,19,178,2017-11-09 13:32:45,,0
17538,3,1,23,280,2017-11-09 06:36:44,,0
103176,12,1,13,265,2017-11-08 00:01:33,,0
100408,21,1,35,128,2017-11-08 01:48:56,,0
211470,14,1,15,439,2017-11-09 08:46:03,,0
106178,9,1,15,466,2017-11-08 08:54:40,,0
141511,3,1,3,424,2017-11-08 03:42:47,,0
69856,3,1,2,379,2017-11-07 02:42:19,,0
6650,12,1,18,178,2017-11-08 04:28:48,,0
54347,1,1,22,153,2017-11-08 10:49:20,,0
95007,18,1,11,376,2017-11-09 00:12:36,,0
49407,15,1,20,245,2017-11-07 14:42:40,,0
74317,20,1,37,259,2017-11-08 18:04:07,,0
275535,24,2,9,178,2017-11-07 16:40:38,,0
38406,15,1,13,140,2017-11-07 01:22:33,,0
167400,2,1,18,122,2017-11-07 10:29:30,,0
155509,12,1,41,245,2017-11-06 18:53:54,,0
30564,15,1,18,3,2017-11-08 12:37:31,,0
235129,15,1,13,245,2017-11-08 05:12:57,,0
349404,3,1,20,417,2017-11-09 05:16:22,,0
99292,13,1,19,477,2017-11-08 16:08:49,,0
73327,15,1,10,153,2017-11-07 05:56:23,,0
109149,2,1,25,258,2017-11-08 11:41:46,,0
143638,3,1,1,280,2017-11-09 00:52:29,,0
78833,3,1,13,280,2017-11-07 01:17:28,,0
48934,5,1,19,377,2017-11-06 17:25:40,,0
100118,21,1,15,128,2017-11-09 01:06:25,,0
69205,2,1,6,469,2017-11-09 09:04:27,,0
15899,3,1,17,280,2017-11-08 14:53:07,,0
195016,2,1,14,243,2017-11-09 04:59:44,,0
31382,12,1,46,265,2017-11-07 00:23:54,,0
115562,2,1,13,219,2017-11-07 13:57:30,,0
